key1,key2,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30
AED,2020-04,0.2434692603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-05,0.2460769525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-06,0.2706996158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-07,0.2328625473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-08,0.2462681237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-09,0.2702787334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-10,0.2458294536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-11,0.2634867601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2020-12,0.2518866277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-01,0.2654413844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-02,0.269583254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-03,0.2277665194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-04,0.2313149029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-05,0.2333793276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-06,0.2527784399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-07,0.2354317504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-08,0.2433209798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-09,0.2309855343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-10,0.2725773895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-11,0.2276251784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2021-12,0.2590896544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-01,0.2716544324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-02,0.2651166155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-03,0.2665349271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-04,0.2727285452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-05,0.261640527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-06,0.2287610182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-07,0.2543125676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-08,0.2459858634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-09,0.2382188033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-10,0.2578623453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-11,0.2721375437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2022-12,0.2431486892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-01,0.2341091004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-02,0.241831676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-03,0.2673944729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-04,0.2551224177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-05,0.2251287555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-06,0.2711352434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-07,0.2575133974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-08,0.2327241112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-09,0.2508574793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-10,0.233806718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-11,0.2672022735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2023-12,0.2270395729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-01,0.2304048813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-02,0.2676647251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-03,0.2701396101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-04,0.2535858915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-05,0.2249872849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-06,0.2370423096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-07,0.2568511294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-08,0.2675482022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-09,0.2372090073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-10,0.2430893935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-11,0.2297793287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2024-12,0.2594141916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-01,0.2652972972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-02,0.2550166465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-03,0.2616838505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-04,0.2454202058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-05,0.2417101879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-06,0.2611191459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-07,0.2328581088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-08,0.2617544524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-09,0.2310352756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-10,0.2579167129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-11,0.2311011491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2025-12,0.2562790942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-01,0.2456619765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-02,0.2439809186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-03,0.2532000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-04,0.2263959802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-05,0.2639439846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-06,0.227307822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-07,0.2481371032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-08,0.2681307918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-09,0.2435211393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-10,0.2352966098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-11,0.2433280464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2026-12,0.253589265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-01,0.2245779714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-02,0.2610201698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-03,0.2690584903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-04,0.2267351089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-05,0.2491131784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-06,0.23520678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-07,0.2318299281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-08,0.2486141912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-09,0.2530767916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-10,0.2271583973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-11,0.2369760448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2027-12,0.2487400667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AED,2028-01,0.228258894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-01,0.0114146788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-02,0.0131735549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-03,0.0118242845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-04,0.0131916654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-05,0.0124370826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-06,0.0111846171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-07,0.0115868013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-08,0.0118303166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-09,0.0117032999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-10,0.0119191751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-11,0.0109165837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2018-12,0.0121395347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-01,0.0116941978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-02,0.0112170593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-03,0.0116024684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-04,0.0127591803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-05,0.0119937711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-06,0.0130878092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-07,0.0120511095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-08,0.0110001976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-09,0.0113858845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-10,0.0115251104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-11,0.0124546939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2019-12,0.0128003694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-01,0.013059819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-02,0.0131449344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-03,0.0124355095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-04,0.0123600176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-05,0.0120690442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-06,0.0109201507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-07,0.0111394586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-08,0.0126000586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-09,0.0117023824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-10,0.0114394744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-11,0.0129195759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2020-12,0.0109024417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-01,0.0120542473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-02,0.0110608702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-03,0.0116826071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-04,0.011518823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-05,0.0109515686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-06,0.0114653762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-07,0.0123807736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-08,0.0131020929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-09,0.0128673159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-10,0.0126085142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-11,0.0130529709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2021-12,0.0121150732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-01,0.0108264084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-02,0.0111109722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-03,0.0113202967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-04,0.0109757765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-05,0.0130804736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-06,0.0109374469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-07,0.0126569019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-08,0.0109132454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-09,0.0108332763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-10,0.0118830327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-11,0.0126141219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2022-12,0.0127406673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-01,0.0117522794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-02,0.0122492064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-03,0.0116138654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-04,0.012850719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-05,0.0119371659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-06,0.0115992746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-07,0.0120573024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-08,0.0116651169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-09,0.0128375555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-10,0.0126223435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-11,0.0128185732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2023-12,0.0120556784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-01,0.0125212622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-02,0.0128286932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-03,0.0111859809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-04,0.0125001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-05,0.0123556542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-06,0.0111574991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-07,0.0129081218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-08,0.0118889347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-09,0.0115590338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-10,0.010877037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-11,0.011923603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2024-12,0.0114530985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-01,0.0126546924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-02,0.0131782074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-03,0.0126275761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-04,0.0122438999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-05,0.01183764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-06,0.0108866245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-07,0.0132068627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-08,0.0132109818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-09,0.0130776589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-10,0.0121410181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-11,0.0108236334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2025-12,0.0118717653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-01,0.0129780833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-02,0.0124365565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-03,0.0115950269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-04,0.0123481747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-05,0.0117529966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-06,0.0115333227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-07,0.0112705849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-08,0.0119897159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-09,0.0129086123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-10,0.0117215832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-11,0.0131530105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2026-12,0.011718432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-01,0.010979716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-02,0.0114175964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-03,0.0111122097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-04,0.0126816036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-05,0.0128962798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-06,0.0127192927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-07,0.0126168509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-08,0.0118468617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-09,0.012213786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-10,0.0116775729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-11,0.0127163434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2027-12,0.0119106051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFN,2028-01,0.0120236052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-01,0.0084741398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-02,0.0086838756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-03,0.0076786183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-04,0.00777607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-05,0.0081404465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-06,0.0074164977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-07,0.0088959924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-08,0.0084247249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-09,0.0076759679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-10,0.0086502484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-11,0.0086885765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2018-12,0.0076048533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-01,0.0083413379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-02,0.0086436445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-03,0.0084479201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-04,0.0084748428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-05,0.0075520611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-06,0.0087077788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-07,0.0075178506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-08,0.0082406076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-09,0.0076653437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-10,0.0087436068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-11,0.0085920923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2019-12,0.0087485287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-01,0.0082417126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-02,0.0081167919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-03,0.0074599201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-04,0.0075793428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-05,0.0087315293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-06,0.0076590311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-07,0.0074082549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-08,0.0077852068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-09,0.0081065509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-10,0.0086124795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-11,0.0076498608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2020-12,0.0087654089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-01,0.0085101269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-02,0.0076418352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-03,0.0086992425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-04,0.0082433517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-05,0.0074292446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-06,0.0086494131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-07,0.0082260746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-08,0.0085631696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-09,0.008796664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-10,0.0086938802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-11,0.0083625631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2021-12,0.0081084661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-01,0.0087016489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-02,0.0075129573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-03,0.0080236077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-04,0.0080475513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-05,0.0088278299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-06,0.007459126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-07,0.0080687243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-08,0.0075904746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-09,0.0081386284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-10,0.008586144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-11,0.0074771392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2022-12,0.00775238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2023-01,0.008744153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2023-02,0.0074467602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2023-03,0.0088203044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2023-04,0.0083181897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,2023-05,0.0085691819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
